name,level,type,city,district,address,longitude,latitude,rating_amount,rating_score,rating_average,google
基隆市立醫院,B,居家服務,基隆市,信義區,基隆市信義區信綠里東信路282號,121.7619858,25.12960625,3,13,4.333333333,3.7
政達物理治療所,B,專業照護服務,基隆市,信義區,基隆市信義區孝忠里教忠街88號,121.7782974,25.13584137,4,20,5,2.9
衛生福利部基隆醫院,B,專業照護服務,基隆市,信義區,基隆市信義區仁壽里信二路268號,121.7481308,25.13026237,39,109,2.794871795,3.7
基隆市立醫院附設護理之家,B,日間照顧服務,基隆市,信義區,基隆市信義區信綠里東信路282號,121.7619858,25.12960625,25,88,3.52,1.2
基隆市立醫院居家式服務類長期照顧服務機構,B,居家服務,基隆市,信義區,基隆市信義區信綠里東信路282號,121.7619858,25.12960625,16,50,3.125,2
基隆市信義區東信社區發展協會,C,巷弄長照站,基隆市,信義區,基隆市信義區東信里花源三街58號,121.7645874,25.13405418,37,163,4.405405405,1.9
恩惠全人關懷協會,B,營養餐飲服務,基隆市,信義區,基隆市信義區東信路3巷34號,121.7675705,25.12720299,39,140,3.58974359,3
基隆市信義區智慧社區發展協會,C,巷弄長照站,基隆市,信義區,基隆市信義區智慧里仁一路7巷61號,121.7544556,25.12751961,27,95,3.518518519,3.7
基隆市信義區禮東社區發展協會,C,巷弄長照站,基隆市,信義區,基隆市信義區禮東里東明路39巷18號1樓,121.7635269,25.12721062,13,62,4.769230769,3.9
基隆市信義區東明社區發展協會,C,巷弄長照站,基隆市,信義區,基隆市信義區東明里東光路4-10號,121.7669754,25.12775612,25,78,3.12,3.2
財團法人伊甸社會福利基金會附設基隆居家式長期照顧服務機構,B,居家服務,基隆市,信義區,基隆市信義區信綠里東信路169號,121.7615356,25.12850571,18,90,5,1.5
基隆市恩惠全人關懷協會,C,巷弄長照站,基隆市,信義區,基隆市信義區東安里東信路3巷34號,121.7675705,25.12720299,23,51,2.217391304,3.8
基隆市信義區衛生所,C,巷弄長照站,基隆市,信義區,基隆市信義區義昭里信一路69號,121.7518768,25.12859154,47,174,3.70212766,2.7
衛生福利部基隆醫院附設社區式服務類長期照顧服務機構,B,日間照顧服務,基隆市,信義區,基隆市信義區信一路124號2樓,121.7482529,25.12892723,42,151,3.595238095,3
新北市雙溪區衛生所,B,專業照護服務,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567,25.03798866,25,118,4.72,3.2
桃園市私立龍德老人長期照顧中心,B,喘息服務,桃園市,新屋區,桃園市新屋區三民路265巷68號,121.1053162,24.9678154,35,168,4.8,5
衛生福利部桃園醫院新屋分院附設居家護理所,B,專業照護服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.1069565,24.96974182,32,96,3,3.6
桃園市新屋區衛生所,B,專業照護服務,桃園市,新屋區,桃園市新屋區中山路239號,121.1065826,24.97253418,13,53,4.076923077,3.2
桃園市新屋區石磊社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區石磊里9號,121.0879669,24.99666023,21,65,3.095238095,4.1
桃園市新屋區永興社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區永興里文化路3段1163巷76號,121.0448151,25.00843048,24,46,1.916666667,2.8
桃園市新屋區下埔社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區下埔里10-3號,121.2047043,24.85390472,33,102,3.090909091,3.5
桃園市新屋區永安社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區新屋里保生路55號,121.0280457,24.98815537,42,181,4.30952381,3.2
桃園市新屋區後庄社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區東明里五鄰東福路2段515號,121.0828323,24.97647285,46,152,3.304347826,2.6
桃園市新屋區後湖社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區新生里三民路1段68號,121.1001587,24.96981239,35,144,4.114285714,3.8
桃園市新屋區下田社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區下田里中山西路二段780號,121.0581436,24.98334694,41,205,5,1.3
桃園市新屋區埔頂社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區埔頂里24號,121.1098099,24.95436287,50,250,5,4.2
桃園市新屋區笨港社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區笨港里8號,121.0263138,24.97424698,42,210,5,4.6
桃園市私立高強居家長照機構,B,居家服務,桃園市,新屋區,桃園市新屋區大智路48號,121.106308,24.9701767,34,160,4.705882353,1.8
桃園市新屋區東明社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區東明里4鄰上庄子5號,121.0884323,24.97149086,5,16,3.2,4.3
桃園市新屋區?榔社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區?榔里8鄰9號,121.0503769,24.97122192,3,11,3.666666667,3.1
桃園市新屋區老人會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區九斗里2鄰34之1號,121.1240005,24.96145248,7,25,3.571428571,3.8
桃園市新屋區大坡社區發展協會,B,營養餐飲服務,桃園市,新屋區,桃園市新屋區大坡里5-1號,121.0382843,24.96014786,17,66,3.882352941,4.5
祐康護理之家,B,喘息服務,桃園市,新屋區,桃園市新屋區深圳里4鄰文化路一段823巷29號,121.0105209,24.95493698,39,94,2.41025641,3.7
桃園市新屋區社子社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區社子里3-1號,121.0765076,24.96204376,20,66,3.3,2.8
桃園市私立博愛老人長期照顧中心,B,喘息服務,桃園市,新屋區,桃園市新屋區3鄰上庄子5之5號,121.0700226,24.97796631,21,57,2.714285714,2.8
桃園市新屋區頭洲社區發展協會,B,營養餐飲服務,桃園市,新屋區,桃園市新屋區頭洲里中山東路2段668巷48號2樓,121.1440506,24.96254539,23,85,3.695652174,2.1
衛生福利部桃園醫院新屋分院,B,專業照護服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.1069565,24.96974182,36,97,2.694444444,4.4
衛生福利部桃園醫院新屋分院新屋區,A,個案管理服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.0734558,24.9823246,47,216,4.595744681,4
衛生福利部桃園醫院新屋分院觀音區,A,個案管理服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.0308838,24.98574638,17,68,4,5
嘉義縣竹崎鄉衛生所附設居家護理所,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村文化路19之1號,120.5521164,23.52140808,36,140,3.888888889,4.5
嘉義縣私立長青老人養護中心,B,喘息服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村灣橋340巷22號,120.4001694,23.42874146,25,73,2.92,1.5
保健藥局,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村元興路119號,120.5592346,23.48530006,42,181,4.30952381,1.6
臺中榮民總醫院灣橋分院附設護理之家,B,日間照顧服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188,2,7,3.5,4.1
臺中榮民總醫院灣橋分院,B,居家服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188,5,20,4,2.2
德勝藥局,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村中山路184號,120.5504913,23.52135277,19,46,2.421052632,3.2
嘉義縣竹崎鄉衛生所,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村文化路19之1號,120.5521164,23.52140808,32,141,4.40625,3.1
大林樂齡居家物理治療所-沙坑,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉沙坑村61號,120.5194397,23.52916336,29,145,5,2.9
佛教慈濟醫療財團法人大林慈濟醫院竹崎環保教育站,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村灣橋村埤堂20號,120.4955215,23.49545479,45,140,3.111111111,3.2
嘉義縣竹崎鄉昇平社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉昇平村頂埔6鄰96-1號,120.5647049,23.4755249,19,51,2.684210526,2.4
臺中榮民總醫院灣橋分院-,A,個案管理服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5063782,23.48777962,4,15,3.75,4.8
嘉義縣竹崎鄉義和社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉義和村2鄰山子門23號,120.4989624,23.50798607,20,56,2.8,2.8
嘉義縣竹崎鄉復金社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉復金村覆鼎金59-1號,120.5694427,23.52822876,18,90,5,2.8
臺中榮民總醫院灣橋分院-竹崎鄉緞繻社區活動中心,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉緞繻村19鄰松腳50號,120.5954285,23.52365875,20,82,4.1,4.3
臺中榮民總醫院灣橋分院居家長照機構,B,喘息服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188,25,83,3.32,4.2
嘉義縣竹崎鄉灣橋社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村16鄰灣橋172號,120.5067368,23.49077606,20,42,2.1,2.4
私立承康護理之家,B,喘息服務,新北市,土城區,新北市土城區中央路二段191號4樓、4樓之1及中正路1號4樓,121.4421692,24.97553444,41,107,2.609756098,4.4
同仁物理治療所,B,專業照護服務,新北市,土城區,新北市土城區埤林里中央路四段127號,121.4163055,24.95754242,10,50,5,3.6
同仁醫院附設土城護理之家,B,喘息服務,新北市,土城區,新北市土城區中央路四段127號1至8樓、2樓之1至8樓之1,121.4163055,24.95754242,25,73,2.92,3.5
廣川醫院,B,專業照護服務,新北市,土城區,新北市土城區裕民路276號,121.4549713,24.98238182,20,34,1.7,4.2
璟馨居家護理所,B,專業照護服務,新北市,土城區,新北市土城區延吉里延吉街76號3樓,121.4710083,24.98661995,22,51,2.318181818,3.8
新北市土城區祖田里辦公處,B,喘息服務,新北市,土城區,新北市土城區土城里中央路四段283之1號,121.4127579,24.95394707,46,198,4.304347826,4.1
新北市私立迦勒老人長期照顧中心,B,喘息服務,新北市,土城區,新北市土城區延壽路9號,121.4713287,24.99030876,31,146,4.709677419,3.5
福康居家護理所,B,專業照護服務,新北市,土城區,新北市土城區學享街58號9樓之9,121.4522324,24.98637581,26,91,3.5,4.4
新北市土城區雲溪社區發展協會,B,喘息服務,新北市,土城區,新北市土城區清溪里清水路243號1樓,121.4614944,24.98343277,8,28,3.5,1.5
宏奇藥局,B,專業照護服務,新北市,土城區,新北市土城區延吉街126號,121.4694366,24.98591805,27,105,3.888888889,3.2
佳慈居家護理所,B,專業照護服務,新北市,土城區,新北市土城區學府路二段65號1樓,121.4489594,24.98094559,35,140,4,3.1
元復醫院附設護理之家,B,喘息服務,新北市,土城區,新北市土城區慶樂街25號1、2、3樓,121.4391327,24.97273445,37,111,3,4.2
社團法人中華民國照顧服務員專業發展協會附設新北市私立居家式服務類長期照顧服務機構,B,居家服務,新北市,土城區,新北市土城區永豐里金城路三段71號,121.4662476,24.98723984,46,147,3.195652174,3.6
仁安醫院附設居家護理所,B,專業照護服務,新北市,土城區,新北市土城區貨饒里中央路一段62號,121.4474258,24.98958778,19,95,5,5
好家人健康長期照護事業有限公司附設新北市私立延吉居家長照機構,B,居家服務,新北市,土城區,新北市土城區延吉街253巷20號1樓,121.4677734,24.98405647,18,38,2.111111111,3.5
大心小客車租賃有限公司,B,交通接送服務,新北市,土城區,新北市土城區福祥街95巷3號3樓,121.4410629,24.98140526,18,63,3.5,1
私立健生護理之家,B,喘息服務,新北市,土城區,新北市土城區中華路一段14號1、2、3樓,121.4475861,24.99071312,27,116,4.296296296,4
頂埔中心診所,B,居家失能個案家庭醫師照護服務,新北市,土城區,新北市土城區中央路四段286號,121.4143066,24.95642853,30,150,5,3.1
財團法人大漢溪教育基金會附設新北市私立土城永寧社區長照機構,B,日間照顧服務,新北市,土城區,新北市土城區大安里6鄰中央路三段130之5號及130之6號2樓,121.4344254,24.96593285,3,6,2,3.3
新北市私立木新居護理之家,B,喘息服務,新北市,土城區,新北市土城區清水路114號3樓至5樓,121.458046,24.98142624,46,147,3.195652174,2.5
社團法人中華民國照顧服務員專業發展協會,A,個案管理服務,新北市,土城區,新北市土城區延安街40號5樓,121.4674377,24.98515129,19,72,3.789473684,2.3
新北市土城區長風里辦公處,C,巷弄長照站,新北市,土城區,新北市土城區長風里順風路27號1樓,121.4403076,24.9767704,26,78,3,3
新北市土城區清化里辦公處,C,巷弄長照站,新北市,土城區,新北市土城區清和里青雲路368號4樓,121.4586029,24.97383881,25,125,5,3
新北市私立璟馨居家式服務類長期照顧服務機構,B,居家服務,新北市,土城區,新北市土城區延吉里延吉街76號,121.4710236,24.98667908,26,23,0.884615385,2.9
新北市政府委託財團法人私立廣恩老人養護中心辦理土城頂埔社區長照機構,B,日間照顧服務,新北市,土城區,新北市土城區中央路四段271巷12號,121.4147644,24.95381737,6,28,4.666666667,4.6
廣全家庭醫學科診所,B,居家失能個案家庭醫師照護服務,新北市,土城區,新北市土城區學府路1段170號,121.4538879,24.98661232,34,170,5,2.5
仁安醫院,B,專業照護服務,新北市,土城區,新北市土城區中央路一段62號,121.4474258,24.98956108,39,137,3.512820513,4.5
社團法人台北市康復之友協會,C,巷弄長照站,新北市,土城區,新北市土城區員信里中正路18號6樓,121.4430084,24.97507477,10,43,4.3,3.9
新北市私立大眾老人養護中心,B,喘息服務,新北市,土城區,新北市土城區清水路114號2樓,121.458046,24.98142624,9,19,2.111111111,2.8
財團法人切膚之愛社會福利慈善事業基金會附設彰化縣私立魏愛倫學苑綜合式服務類長期照顧服務機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市彰安里民族路209號,120.5387878,24.07064819,15,39,2.6,4.9
彰化基督教醫療財團法人彰化基督教醫院,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市南校街135號,120.5446854,24.0711422,7,25,3.571428571,2.1
漢銘醫院,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.5356445,24.06126785,40,200,5,3.4
彰化縣?本快樂協進會附設彰化縣私立彰化長樂社區式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市崙平平和一街134號,120.5282822,24.06770706,23,115,5,3.5
秀傳醫療社團法人秀傳紀念醫院,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市中山路一段542號,120.5374451,24.06476974,7,29,4.142857143,3.9
財團法人切膚之愛社會福利慈善事業基金會,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市博愛街53巷85號,120.5461349,24.07276344,40,132,3.3,2.2
有限責任彰化縣祐安照顧服務勞動合作社附設彰化縣私立祐安居家式服務類長期照顧服務機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市光復里延和街52號,120.5360641,24.05997849,42,101,2.404761905,3.2
永安診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市興北里三民路207號,120.5424423,24.08561897,44,198,4.5,3.5
彰化縣私立長安居家長照機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市崙平里中央路184號,120.5296555,24.0654335,43,129,3,4.3
彰化縣彰化市光復社區發展協會,B,喘息服務,彰化縣,彰化市,彰化縣彰化市光復里光復里民生路279之3號,120.5422592,24.08201599,25,65,2.6,4.3
量心居家職能治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市進德路2巷179號,120.5612183,24.08286095,43,211,4.906976744,2.5
廖慶龍骨科診所,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市中正路一段452號,120.54216,24.08261871,2,7,3.5,2.5
彰化縣關懷長青協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市文化里文化里中民街14巷6號,120.5465546,24.08573914,6,20,3.333333333,4.7
順緣小客車租賃車行,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市彰南路一段314號,120.5730515,24.08571434,38,152,4,3.6
彰化縣?本快樂協進會附設彰化縣私立芬園長樂社區式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市平和一街134號,120.5283203,24.0676918,43,163,3.790697674,5
彰化縣彰化市長樂社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市長樂里長樂里和平路99號,120.5402298,24.08212662,8,26,3.25,3.2
財團法人彰化縣私立美家堡社會福利慈善事業基金會附設彰化縣私立美家堡居家長照機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市中央路184號10樓之8,120.5296555,24.06564522,17,61,3.588235294,5
成功社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市成功里中山路2段67巷10號,120.5401077,24.06882858,43,168,3.906976744,3.2
榮癸貞中醫診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市向陽里向陽里崙平南路143號,120.5254211,24.06336784,30,117,3.9,4.3
彰化縣私立崇愛老人長期照護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市和平里金馬路3段912號2至5樓,120.5311356,24.07374954,2,6,3,3.5
彰化縣彰化市西勢社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市西勢里西勢里忠誠路1號,120.5345917,24.08388329,16,56,3.5,4.7
賴政光耳鼻喉科診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市福山里彰南路一段433號,120.5762634,24.08597183,22,51,2.318181818,3.5
同樂職能治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中山路一段323號,120.53479,24.0605011,16,77,4.8125,5
社團法人耆樂社會福利發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市陽明里陽明里中正路1段100號3樓,120.5501404,24.08448219,30,78,2.6,2.2
彰宜居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市向陽里崙平南路435號,120.5281754,24.06445694,38,106,2.789473684,0.3
美家人力資源股份有限公司附設彰化縣私立樂齡居家長照機構,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市崙平里中華西路371號10樓之2,120.5266953,24.06874466,32,128,4,2.8
陽光小兒科診所,B,居家失能個案家庭醫師照護服務,彰化縣,彰化市,彰化縣彰化市大竹里大竹里彰南路2段217號,120.5815964,24.08492088,44,167,3.795454545,2.5
彰化縣私立群燕老人養護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市平和里林森路157號,120.526001,24.07267761,14,46,3.285714286,3
彰化縣私立寶祥老人長期照護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市中山路二段605號,120.5452499,24.08059502,14,60,4.285714286,3
臻和居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市延平路447號,120.5410233,24.06285858,13,42,3.230769231,2.9
財團法人台灣基督教長老教會彰化中會彰山教會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市福山里彰南路一段395巷19號,120.5756149,24.08665657,6,27,4.5,3.8
彰化縣馨福長幼服務協會附設彰化縣私立友善居家長照機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市南興里10鄰中山路一段103巷12弄1號,120.5325165,24.05574608,27,81,3,2.4
三和語言治療所附設聽力部門,B,喘息服務,彰化縣,彰化市,彰化縣彰化市成功里大埔路641號,120.5424576,24.06735611,28,129,4.607142857,3.8
介壽社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市介壽里中興路71巷2號,120.5531921,24.06975365,42,134,3.19047619,2.1
彰化基督教醫療財團法人附設彰化基督教居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南校街135號,120.5446854,24.0711422,44,194,4.409090909,2.6
芳鄰居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市向陽里向陽街213巷2弄15號,120.5270386,24.06309891,28,84,3,2.7
社團法人彰化縣物理治療師公會,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市永生里華山路10號,120.5430756,24.07453156,4,11,2.75,3.7
子恩居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市延平里延平路138號1樓,120.5438156,24.06051826,43,206,4.790697674,3.9
南瑤社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市南?里中正路二段675巷33號,120.5361099,24.06744003,17,48,2.823529412,4
彰化縣彰化市牛埔社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市牛埔里牛埔里彰南路3段237號,120.5978851,24.08200073,2,6,3,3.8
林?旻診所,B,居家失能個案家庭醫師照護服務,彰化縣,彰化市,彰化縣彰化市長壽街169號,120.5420685,24.08340645,19,74,3.894736842,3.5
樂齡社區關懷協會-彰化市華北里,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市華北里南校街160號1樓,120.5438614,24.07234573,7,34,4.857142857,4.2
家歆居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市雲長路135號2-3樓,120.535759,24.06096458,20,100,5,4.1
彰化縣彰化市磚?社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市磚?里彰草路425號,120.521843,24.0775547,6,16,2.666666667,3.3
彰廷復健科診所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中正路一段100號1+2樓,120.5501633,24.08443642,38,125,3.289473684,4.9
秀傳醫療社團法人附設秀傳居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中山路一段542號,120.5375061,24.06478691,10,50,5,2.5
彰化縣私立建寶社區式服務類長期照顧服務機構,B,家庭托顧服務,彰化縣,彰化市,彰化縣彰化市建寶里介壽北路75巷3弄22號,120.5471039,24.06917191,39,187,4.794871795,4
彰化縣私立彰居老人長期照顧中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市民族路178-1號,120.5391617,24.07015991,37,56,1.513513514,4.3
社團法人彰化縣職能治療師公會,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市華山路10號,120.5430756,24.07453156,37,185,5,5
如沐居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市仁愛路102巷7號,120.5374603,24.07017899,41,176,4.292682927,5
彰化縣彰化市向陽社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市向陽里向陽里崙平南路39號,120.5267258,24.06582642,27,135,5,4.3
彰化縣金齡關懷協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市永福里永福里陳稜路2號,120.5445557,24.07942772,26,60,2.307692308,4.1
彰化縣彰化市西安社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市西安里西安里民族路369號,120.5397186,24.07422447,27,108,4,3
南西北衛生所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市華北里旭光路166號,120.5463028,24.07291985,24,86,3.583333333,3.7
彰化縣梅鑒霧全人關懷協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市竹中里彰南路二段55巷7號,120.5779419,24.08584213,12,60,5,4
社團法人彰化縣益康關懷協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市西興里金馬路三段539巷26弄6號,120.5323944,24.07794762,19,70,3.684210526,1.7
忠權社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市忠權里自立街146號,120.5370941,24.08606911,22,103,4.681818182,1.7
彰化縣私立吉祥老人養護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市光復路25號,120.5451126,24.08086586,28,78,2.785714286,4.2
樂說居家物理治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南興街1巷60號,120.5320358,24.05757332,10,22,2.2,4
彰化縣私立晨星社區長照機構,B,家庭托顧服務,彰化縣,彰化市,彰化縣彰化市延平里16鄰埔中一街62巷8號,120.5418777,24.06272888,7,35,5,4.9
健祥田園護理之家,B,喘息服務,彰化縣,彰化市,彰化縣彰化市埔內街27巷66號,120.5429459,24.05821228,39,140,3.58974359,3.3
明傑租賃有限公司,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市南興街227巷1號1樓,120.5327148,24.06078911,32,160,5,2.8
樂說語言治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市和調里竹和路40巷22號,120.5549774,24.08385086,9,23,2.555555556,4.5
樂說居家職能治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南興街1巷60號,120.5320358,24.05757332,47,221,4.70212766,4.1
復興社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市復興里自由街38巷53號,120.5620728,24.0852356,42,210,5,5
德彰居家物理治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市埔西街150巷5號2樓,120.5387878,24.05880356,37,122,3.297297297,2.8
春生堂護理之家,B,喘息服務,彰化縣,彰化市,彰化縣彰化市彰草路425號5.6.7樓,120.521843,24.0775547,3,11,3.666666667,4.4
財團法人臺灣省私立台中仁愛之家附設彰化縣私立慈惠老人養護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市中正里中民街100號,120.5471039,24.08337021,42,118,2.80952381,2.5
財團法人天主聖心基金會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市延平里大埔路666號,120.5431366,24.06812668,33,122,3.696969697,4.2
衛生福利部彰化老人養護中心,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市桃源里虎崗路1號,120.5686417,24.06615639,8,30,3.75,1.8
社團法人彰化縣笑瞇瞇關懷協會,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市光復路25號,120.545105,24.08084488,36,119,3.305555556,3.9
彰化基督教醫療財團法人鹿港基督教醫院,A,個案管理服務,彰化縣,鹿港鎮,彰化縣鹿港鎮永安里中正路480號,120.4382401,24.06046104,3,11,3.666666667,2.7
財團法人葳群公益慈善事業基金會北彰化,A,個案管理服務,彰化縣,鹿港鎮,彰化縣鹿港鎮永福路2段218號,120.5259171,23.92230034,2,8,4,1.6
豐安診所,A,個案管理服務,彰化縣,鹿港鎮,彰化縣鹿港鎮海浴路11之1號,120.4291306,24.06106186,5,7,1.4,4.5
彰化縣鹿港鎮新厝社區發展協會,C,巷弄長照站,彰化縣,鹿港鎮,彰化縣鹿港鎮洋厝里洋厝里新厝巷51-1號,120.4462967,24.0913372,32,122,3.8125,3.1
頂安診所,C,巷弄長照站,彰化縣,鹿港鎮,彰化縣鹿港鎮溝墘里鹿和路3段622巷5號,120.4804306,24.08521843,4,18,4.5,4.6
康勤股份有限公司附設彰化縣私立昕家居家長照機構,B,喘息服務,彰化縣,鹿港鎮,彰化縣鹿港鎮永安里立德街8號1樓,120.4397049,24.05451202,15,69,4.6,2.5
財團法人老五老基金會附設彰化縣私立鹿港綜合式服務類長期照顧服務機構,B,居家服務,彰化縣,鹿港鎮,彰化縣鹿港鎮順興里忠孝路403號,120.433876,24.05822754,29,110,3.793103448,2.2
秀傳醫療財團法人附設彰濱居家護理所,B,專業照護服務,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿工路6號,120.4110489,24.0781765,26,91,3.5,3.6
康合復健科診所,B,交通接送服務,彰化縣,鹿港鎮,彰化縣鹿港鎮復興路215號,120.4368362,24.05637741,28,140,5,3.8
財團法人台灣基督教長老教會彰化中會鹿港教會,C,巷弄長照站,彰化縣,鹿港鎮,彰化縣鹿港鎮泰興里泰興里復興路69號,120.4388199,24.05108833,22,92,4.181818182,4.1
昕家居家護理所,B,專業照護服務,彰化縣,鹿港鎮,彰化縣鹿港鎮立德街8號2樓,120.4397049,24.05451202,45,212,4.711111111,4.5
彰化縣鹿港鎮景福社區發展協會,C,巷弄長照站,彰化縣,鹿港鎮,彰化縣鹿港鎮景福里景福里萬壽路244號,120.4365616,24.05718231,6,30,5,3.9
彰化縣鹿港鎮南勢社區發展協會,C,巷弄長照站,彰化縣,鹿港鎮,彰化縣鹿港鎮頭南里頭南里南勢巷臨57之21號,120.4584503,24.08842468,36,112,3.111111111,2.1
